rank,resume_id,category,composite_score,status,est_years_exp,tfidf_score,skill_match_pct,category_pct,exp_score,edu_score,total_skills,matched_skills,missing_skills,bonus_skills,snippet
31,1047,Machine Learning,56.28,  Potential Fit,9,21.1,52.17,87.5,100.0,82.0,40,"['agile', 'airflow', 'aws', 'azure', 'bert', 'deep learning', 'docker', 'gcp', 'hugging face', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'mlflow', 'mongodb', 'nlp', 'postgresql', 'python', 'pytorch', 'scikit-learn', 'spark', 'sql', 'tensorflow', 'xgboost']","['a/b testing', 'bayesian', 'classification', 'clustering', 'communication', 'hypothesis testing', 'leadership', 'matplotlib', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'statistics', 'tableau', 'teamwork', 'time series']","['bash', 'ci/cd', 'computer vision', 'git', 'gitlab', 'gpt', 'jenkins', 'keras', 'kubeflow', 'linux', 'ray', 'redis', 'reinforcement learning', 'scala', 'terraform', 'transformers']","Carol White | carol.w@email.com ML ENGINEER — 9 YEARS EXPERIENCE: ML Engineer — Google • Production ML: PyTorch, TensorFlow, Keras, XGBoost, LightGBM, Scikit-learn • MLOps: MLflow,..."
32,1030,Machine Learning,56.28,  Potential Fit,9,21.1,52.17,87.5,100.0,82.0,40,"['agile', 'airflow', 'aws', 'azure', 'bert', 'deep learning', 'docker', 'gcp', 'hugging face', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'mlflow', 'mongodb', 'nlp', 'postgresql', 'python', 'pytorch', 'scikit-learn', 'spark', 'sql', 'tensorflow', 'xgboost']","['a/b testing', 'bayesian', 'classification', 'clustering', 'communication', 'hypothesis testing', 'leadership', 'matplotlib', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'statistics', 'tableau', 'teamwork', 'time series']","['bash', 'ci/cd', 'computer vision', 'git', 'gitlab', 'gpt', 'jenkins', 'keras', 'kubeflow', 'linux', 'ray', 'redis', 'reinforcement learning', 'scala', 'terraform', 'transformers']","Frank Chen | frank.c@email.com ML ENGINEER — 9 YEARS EXPERIENCE: ML Engineer — Airbnb • Production ML: PyTorch, TensorFlow, Keras, XGBoost, LightGBM, Scikit-learn • MLOps: MLflow,..."
33,1045,Machine Learning,56.22,  Potential Fit,7,21.1,52.17,87.5,87.5,100.0,40,"['agile', 'airflow', 'aws', 'azure', 'bert', 'deep learning', 'docker', 'gcp', 'hugging face', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'mlflow', 'mongodb', 'nlp', 'postgresql', 'python', 'pytorch', 'scikit-learn', 'spark', 'sql', 'tensorflow', 'xgboost']","['a/b testing', 'bayesian', 'classification', 'clustering', 'communication', 'hypothesis testing', 'leadership', 'matplotlib', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'statistics', 'tableau', 'teamwork', 'time series']","['bash', 'ci/cd', 'computer vision', 'git', 'gitlab', 'gpt', 'jenkins', 'keras', 'kubeflow', 'linux', 'ray', 'redis', 'reinforcement learning', 'scala', 'terraform', 'transformers']","Alice Johnson | alice.j@email.com ML ENGINEER — 7 YEARS EXPERIENCE: ML Engineer — Adobe • Production ML: PyTorch, TensorFlow, Keras, XGBoost, LightGBM, Scikit-learn • MLOps: MLflow..."
34,1034,Machine Learning,55.32,  Potential Fit,10,21.1,52.17,87.5,100.0,70.0,40,"['agile', 'airflow', 'aws', 'azure', 'bert', 'deep learning', 'docker', 'gcp', 'hugging face', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'mlflow', 'mongodb', 'nlp', 'postgresql', 'python', 'pytorch', 'scikit-learn', 'spark', 'sql', 'tensorflow', 'xgboost']","['a/b testing', 'bayesian', 'classification', 'clustering', 'communication', 'hypothesis testing', 'leadership', 'matplotlib', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'statistics', 'tableau', 'teamwork', 'time series']","['bash', 'ci/cd', 'computer vision', 'git', 'gitlab', 'gpt', 'jenkins', 'keras', 'kubeflow', 'linux', 'ray', 'redis', 'reinforcement learning', 'scala', 'terraform', 'transformers']","James Garcia | james.g@email.com ML ENGINEER — 10 YEARS EXPERIENCE: ML Engineer — IBM • Production ML: PyTorch, TensorFlow, Keras, XGBoost, LightGBM, Scikit-learn • MLOps: MLflow,..."
35,1029,Machine Learning,54.78,  Potential Fit,7,21.1,52.17,87.5,87.5,82.0,40,"['agile', 'airflow', 'aws', 'azure', 'bert', 'deep learning', 'docker', 'gcp', 'hugging face', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'mlflow', 'mongodb', 'nlp', 'postgresql', 'python', 'pytorch', 'scikit-learn', 'spark', 'sql', 'tensorflow', 'xgboost']","['a/b testing', 'bayesian', 'classification', 'clustering', 'communication', 'hypothesis testing', 'leadership', 'matplotlib', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'statistics', 'tableau', 'teamwork', 'time series']","['bash', 'ci/cd', 'computer vision', 'git', 'gitlab', 'gpt', 'jenkins', 'keras', 'kubeflow', 'linux', 'ray', 'redis', 'reinforcement learning', 'scala', 'terraform', 'transformers']","Emma Wilson | emma.w@email.com ML ENGINEER — 7 YEARS EXPERIENCE: ML Engineer — Stripe • Production ML: PyTorch, TensorFlow, Keras, XGBoost, LightGBM, Scikit-learn • MLOps: MLflow,..."
36,1044,Machine Learning,53.85,  Potential Fit,7,21.21,52.17,87.5,87.5,70.0,40,"['agile', 'airflow', 'aws', 'azure', 'bert', 'deep learning', 'docker', 'gcp', 'hugging face', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'mlflow', 'mongodb', 'nlp', 'postgresql', 'python', 'pytorch', 'scikit-learn', 'spark', 'sql', 'tensorflow', 'xgboost']","['a/b testing', 'bayesian', 'classification', 'clustering', 'communication', 'hypothesis testing', 'leadership', 'matplotlib', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'statistics', 'tableau', 'teamwork', 'time series']","['bash', 'ci/cd', 'computer vision', 'git', 'gitlab', 'gpt', 'jenkins', 'keras', 'kubeflow', 'linux', 'ray', 'redis', 'reinforcement learning', 'scala', 'terraform', 'transformers']","Tina Hall | tina.h@email.com ML ENGINEER — 7 YEARS EXPERIENCE: ML Engineer — OpenAI • Production ML: PyTorch, TensorFlow, Keras, XGBoost, LightGBM, Scikit-learn • MLOps: MLflow, Ku..."
37,1040,Machine Learning,53.85,  Potential Fit,7,21.21,52.17,87.5,87.5,70.0,41,"['agile', 'airflow', 'aws', 'azure', 'bert', 'deep learning', 'docker', 'gcp', 'hugging face', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'mlflow', 'mongodb', 'nlp', 'postgresql', 'python', 'pytorch', 'scikit-learn', 'spark', 'sql', 'tensorflow', 'xgboost']","['a/b testing', 'bayesian', 'classification', 'clustering', 'communication', 'hypothesis testing', 'leadership', 'matplotlib', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'statistics', 'tableau', 'teamwork', 'time series']","['bash', 'ci/cd', 'computer vision', 'git', 'gitlab', 'gpt', 'jenkins', 'keras', 'kubeflow', 'linux', 'oracle', 'ray', 'redis', 'reinforcement learning', 'scala', 'terraform', 'transformers']","Peter Jackson | peter.j@email.com ML ENGINEER — 7 YEARS EXPERIENCE: ML Engineer — Oracle • Production ML: PyTorch, TensorFlow, Keras, XGBoost, LightGBM, Scikit-learn • MLOps: MLflo..."
38,1049,Machine Learning,53.55,  Potential Fit,6,21.21,52.17,87.5,75.0,85.0,40,"['agile', 'airflow', 'aws', 'azure', 'bert', 'deep learning', 'docker', 'gcp', 'hugging face', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'mlflow', 'mongodb', 'nlp', 'postgresql', 'python', 'pytorch', 'scikit-learn', 'spark', 'sql', 'tensorflow', 'xgboost']","['a/b testing', 'bayesian', 'classification', 'clustering', 'communication', 'hypothesis testing', 'leadership', 'matplotlib', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'statistics', 'tableau', 'teamwork', 'time series']","['bash', 'ci/cd', 'computer vision', 'git', 'gitlab', 'gpt', 'jenkins', 'keras', 'kubeflow', 'linux', 'ray', 'redis', 'reinforcement learning', 'scala', 'terraform', 'transformers']","Emma Wilson | emma.w@email.com ML ENGINEER — 6 YEARS EXPERIENCE: ML Engineer — Microsoft • Production ML: PyTorch, TensorFlow, Keras, XGBoost, LightGBM, Scikit-learn • MLOps: MLflo..."
39,1025,Machine Learning,53.28,  Potential Fit,6,21.1,52.17,87.5,75.0,82.0,40,"['agile', 'airflow', 'aws', 'azure', 'bert', 'deep learning', 'docker', 'gcp', 'hugging face', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'mlflow', 'mongodb', 'nlp', 'postgresql', 'python', 'pytorch', 'scikit-learn', 'spark', 'sql', 'tensorflow', 'xgboost']","['a/b testing', 'bayesian', 'classification', 'clustering', 'communication', 'hypothesis testing', 'leadership', 'matplotlib', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'statistics', 'tableau', 'teamwork', 'time series']","['bash', 'ci/cd', 'computer vision', 'git', 'gitlab', 'gpt', 'jenkins', 'keras', 'kubeflow', 'linux', 'ray', 'redis', 'reinforcement learning', 'scala', 'terraform', 'transformers']","Alice Johnson | alice.j@email.com ML ENGINEER — 6 YEARS EXPERIENCE: ML Engineer — Uber • Production ML: PyTorch, TensorFlow, Keras, XGBoost, LightGBM, Scikit-learn • MLOps: MLflow,..."
40,1026,Machine Learning,53.22,  Potential Fit,5,21.1,52.17,87.5,62.5,100.0,40,"['agile', 'airflow', 'aws', 'azure', 'bert', 'deep learning', 'docker', 'gcp', 'hugging face', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'mlflow', 'mongodb', 'nlp', 'postgresql', 'python', 'pytorch', 'scikit-learn', 'spark', 'sql', 'tensorflow', 'xgboost']","['a/b testing', 'bayesian', 'classification', 'clustering', 'communication', 'hypothesis testing', 'leadership', 'matplotlib', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'statistics', 'tableau', 'teamwork', 'time series']","['bash', 'ci/cd', 'computer vision', 'git', 'gitlab', 'gpt', 'jenkins', 'keras', 'kubeflow', 'linux', 'ray', 'redis', 'reinforcement learning', 'scala', 'terraform', 'transformers']","Bob Martinez | bob.m@email.com ML ENGINEER — 5 YEARS EXPERIENCE: ML Engineer — Amazon • Production ML: PyTorch, TensorFlow, Keras, XGBoost, LightGBM, Scikit-learn • MLOps: MLflow,..."
41,1031,Machine Learning,52.35,  Potential Fit,6,21.21,52.17,87.5,75.0,70.0,40,"['agile', 'airflow', 'aws', 'azure', 'bert', 'deep learning', 'docker', 'gcp', 'hugging face', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'mlflow', 'mongodb', 'nlp', 'postgresql', 'python', 'pytorch', 'scikit-learn', 'spark', 'sql', 'tensorflow', 'xgboost']","['a/b testing', 'bayesian', 'classification', 'clustering', 'communication', 'hypothesis testing', 'leadership', 'matplotlib', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'statistics', 'tableau', 'teamwork', 'time series']","['bash', 'ci/cd', 'computer vision', 'git', 'gitlab', 'gpt', 'jenkins', 'keras', 'kubeflow', 'linux', 'ray', 'redis', 'reinforcement learning', 'scala', 'terraform', 'transformers']","Grace Patel | grace.p@email.com ML ENGINEER — 6 YEARS EXPERIENCE: ML Engineer — Meta • Production ML: PyTorch, TensorFlow, Keras, XGBoost, LightGBM, Scikit-learn • MLOps: MLflow, K..."
42,1033,Machine Learning,50.85,  Potential Fit,5,21.21,52.17,87.5,62.5,70.0,40,"['agile', 'airflow', 'aws', 'azure', 'bert', 'deep learning', 'docker', 'gcp', 'hugging face', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'mlflow', 'mongodb', 'nlp', 'postgresql', 'python', 'pytorch', 'scikit-learn', 'spark', 'sql', 'tensorflow', 'xgboost']","['a/b testing', 'bayesian', 'classification', 'clustering', 'communication', 'hypothesis testing', 'leadership', 'matplotlib', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'statistics', 'tableau', 'teamwork', 'time series']","['bash', 'ci/cd', 'computer vision', 'git', 'gitlab', 'gpt', 'jenkins', 'keras', 'kubeflow', 'linux', 'ray', 'redis', 'reinforcement learning', 'scala', 'terraform', 'transformers']","Iris Davis | iris.d@email.com ML ENGINEER — 5 YEARS EXPERIENCE: ML Engineer — Amazon • Production ML: PyTorch, TensorFlow, Keras, XGBoost, LightGBM, Scikit-learn • MLOps: MLflow, K..."
43,1028,Machine Learning,50.52,  Potential Fit,4,21.1,52.17,87.5,50.0,85.0,40,"['agile', 'airflow', 'aws', 'azure', 'bert', 'deep learning', 'docker', 'gcp', 'hugging face', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'mlflow', 'mongodb', 'nlp', 'postgresql', 'python', 'pytorch', 'scikit-learn', 'spark', 'sql', 'tensorflow', 'xgboost']","['a/b testing', 'bayesian', 'classification', 'clustering', 'communication', 'hypothesis testing', 'leadership', 'matplotlib', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'statistics', 'tableau', 'teamwork', 'time series']","['bash', 'ci/cd', 'computer vision', 'git', 'gitlab', 'gpt', 'jenkins', 'keras', 'kubeflow', 'linux', 'ray', 'redis', 'reinforcement learning', 'scala', 'terraform', 'transformers']","David Kim | david.k@email.com ML ENGINEER — 4 YEARS EXPERIENCE: ML Engineer — Netflix • Production ML: PyTorch, TensorFlow, Keras, XGBoost, LightGBM, Scikit-learn • MLOps: MLflow,..."
44,1041,Machine Learning,49.02, Not Recommended,3,21.1,52.17,87.5,37.5,85.0,40,"['agile', 'airflow', 'aws', 'azure', 'bert', 'deep learning', 'docker', 'gcp', 'hugging face', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'mlflow', 'mongodb', 'nlp', 'postgresql', 'python', 'pytorch', 'scikit-learn', 'spark', 'sql', 'tensorflow', 'xgboost']","['a/b testing', 'bayesian', 'classification', 'clustering', 'communication', 'hypothesis testing', 'leadership', 'matplotlib', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'statistics', 'tableau', 'teamwork', 'time series']","['bash', 'ci/cd', 'computer vision', 'git', 'gitlab', 'gpt', 'jenkins', 'keras', 'kubeflow', 'linux', 'ray', 'redis', 'reinforcement learning', 'scala', 'terraform', 'transformers']","Quinn Harris | quinn.h@email.com ML ENGINEER — 3 YEARS EXPERIENCE: ML Engineer — Palantir • Production ML: PyTorch, TensorFlow, Keras, XGBoost, LightGBM, Scikit-learn • MLOps: MLfl..."
45,1027,Machine Learning,48.78, Not Recommended,3,21.1,52.17,87.5,37.5,82.0,41,"['agile', 'airflow', 'aws', 'azure', 'bert', 'deep learning', 'docker', 'gcp', 'hugging face', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'mlflow', 'mongodb', 'nlp', 'postgresql', 'python', 'pytorch', 'scikit-learn', 'spark', 'sql', 'tensorflow', 'xgboost']","['a/b testing', 'bayesian', 'classification', 'clustering', 'communication', 'hypothesis testing', 'leadership', 'matplotlib', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'statistics', 'tableau', 'teamwork', 'time series']","['bash', 'ci/cd', 'computer vision', 'git', 'gitlab', 'gpt', 'jenkins', 'keras', 'kubeflow', 'linux', 'ray', 'redis', 'reinforcement learning', 'scala', 'snowflake', 'terraform', 'transformers']","Carol White | carol.w@email.com ML ENGINEER — 3 YEARS EXPERIENCE: ML Engineer — Snowflake • Production ML: PyTorch, TensorFlow, Keras, XGBoost, LightGBM, Scikit-learn • MLOps: MLfl..."
46,1037,Machine Learning,48.78, Not Recommended,3,21.1,52.17,87.5,37.5,82.0,40,"['agile', 'airflow', 'aws', 'azure', 'bert', 'deep learning', 'docker', 'gcp', 'hugging face', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'mlflow', 'mongodb', 'nlp', 'postgresql', 'python', 'pytorch', 'scikit-learn', 'spark', 'sql', 'tensorflow', 'xgboost']","['a/b testing', 'bayesian', 'classification', 'clustering', 'communication', 'hypothesis testing', 'leadership', 'matplotlib', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'statistics', 'tableau', 'teamwork', 'time series']","['bash', 'ci/cd', 'computer vision', 'git', 'gitlab', 'gpt', 'jenkins', 'keras', 'kubeflow', 'linux', 'ray', 'redis', 'reinforcement learning', 'scala', 'terraform', 'transformers']","Maya Singh | maya.s@email.com ML ENGINEER — 3 YEARS EXPERIENCE: ML Engineer — Airbnb • Production ML: PyTorch, TensorFlow, Keras, XGBoost, LightGBM, Scikit-learn • MLOps: MLflow, K..."
47,1043,Machine Learning,48.78, Not Recommended,3,21.1,52.17,87.5,37.5,82.0,40,"['agile', 'airflow', 'aws', 'azure', 'bert', 'deep learning', 'docker', 'gcp', 'hugging face', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'mlflow', 'mongodb', 'nlp', 'postgresql', 'python', 'pytorch', 'scikit-learn', 'spark', 'sql', 'tensorflow', 'xgboost']","['a/b testing', 'bayesian', 'classification', 'clustering', 'communication', 'hypothesis testing', 'leadership', 'matplotlib', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'statistics', 'tableau', 'teamwork', 'time series']","['bash', 'ci/cd', 'computer vision', 'git', 'gitlab', 'gpt', 'jenkins', 'keras', 'kubeflow', 'linux', 'ray', 'redis', 'reinforcement learning', 'scala', 'terraform', 'transformers']","Sam Walker | sam.w@email.com ML ENGINEER — 3 YEARS EXPERIENCE: ML Engineer — Netflix • Production ML: PyTorch, TensorFlow, Keras, XGBoost, LightGBM, Scikit-learn • MLOps: MLflow, K..."
48,1048,Machine Learning,47.55, Not Recommended,2,21.21,52.17,87.5,25.0,85.0,41,"['agile', 'airflow', 'aws', 'azure', 'bert', 'deep learning', 'docker', 'gcp', 'hugging face', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'mlflow', 'mongodb', 'nlp', 'postgresql', 'python', 'pytorch', 'scikit-learn', 'spark', 'sql', 'tensorflow', 'xgboost']","['a/b testing', 'bayesian', 'classification', 'clustering', 'communication', 'hypothesis testing', 'leadership', 'matplotlib', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'statistics', 'tableau', 'teamwork', 'time series']","['bash', 'ci/cd', 'computer vision', 'git', 'gitlab', 'gpt', 'jenkins', 'keras', 'kubeflow', 'linux', 'ray', 'redis', 'reinforcement learning', 'scala', 'snowflake', 'terraform', 'transformers']","David Kim | david.k@email.com ML ENGINEER — 2 YEARS EXPERIENCE: ML Engineer — Snowflake • Production ML: PyTorch, TensorFlow, Keras, XGBoost, LightGBM, Scikit-learn • MLOps: MLflow..."
